epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
0,5.072736740112305,0.01,1.471977710723877,0.49938538670539856,0.4951969087123871
1,3.2950518131256104,0.01,1.3250079154968262,10.02813720703125,3.0570662021636963
2,1.7948594093322754,0.01,0.9881138801574707,1.5762617588043213,1.108201026916504
3,1.2954249382019043,0.01,0.847084105014801,0.5829103589057922,0.5517863035202026
4,2.2546753883361816,0.01,1.005492091178894,4.027307033538818,1.74384343624115
5,1.4979448318481445,0.01,0.8282906413078308,1.286704182624817,1.0353041887283325
6,1.5253047943115234,0.01,0.869971513748169,1.1660940647125244,0.9207430481910706
7,3.030529022216797,0.01,1.13991117477417,0.37794336676597595,0.44683709740638733
8,2.227922201156616,0.01,0.9938236474990845,0.31576162576675415,0.4215107262134552
9,1.2323960065841675,0.01,0.8095394372940063,3.4828715324401855,1.7051774263381958
10,4.452025413513184,0.01,1.259413719177246,0.3390374481678009,0.40407973527908325
11,4.429327964782715,0.01,1.156458854675293,0.7548247575759888,0.6674795746803284
12,1.6789733171463013,0.01,0.8656694889068604,2.9255242347717285,1.6092547178268433
13,1.2683876752853394,0.01,0.8215436339378357,0.9511654376983643,0.8470583558082581
14,2.3462729454040527,0.01,0.9699395895004272,0.43553590774536133,0.5410652756690979
15,3.0746209621429443,0.01,0.9946189522743225,0.6168829202651978,0.6338480710983276
16,1.8806495666503906,0.01,0.9683926701545715,0.6062023043632507,0.6374674439430237
17,1.539178729057312,0.01,0.8586679697036743,0.4553447365760803,0.5570368766784668
18,1.0687329769134521,0.01,0.7735728621482849,0.4080938696861267,0.5178966522216797
19,0.6956462860107422,0.0009999999,0.6479742527008057,0.4170397222042084,0.5138118267059326
20,0.6098864078521729,0.0009999999,0.5963018536567688,0.3801955580711365,0.48998451232910156
21,0.5598255395889282,0.0009999999,0.5704348683357239,0.41356709599494934,0.5164791345596313
22,0.5196995139122009,0.0009999999,0.5507709980010986,0.3409099280834198,0.45820724964141846
23,0.5201157331466675,0.0009999999,0.5495403409004211,0.3781523108482361,0.4900394082069397
24,0.49358847737312317,0.0009999999,0.536194384098053,0.35448288917541504,0.470989853143692
25,0.5038871169090271,0.0009999999,0.5400804877281189,0.33319950103759766,0.45310455560684204
26,0.49446964263916016,0.0009999999,0.5359533429145813,0.3286137878894806,0.44973763823509216
27,0.49225154519081116,0.0009999999,0.5345965623855591,0.3295261263847351,0.45065823197364807
28,0.4844316244125366,0.0009999999,0.530861496925354,0.33274468779563904,0.45372968912124634
