,shap_value
S_x_w_ewma_4000,0.010575493737558833
coolant_ewma_1500,0.00874410165719476
coolant_ewma_2000,0.004273093629793136
S_x_w_ewma_7000,0.004108234544329582
coolant,0.0037249542861458856
ambient_ewma_7000,0.002529059468345165
coolant_ewma_7000,0.0017397242352069889
ambient_ewma_4000,0.001460300160517999
motor_speed_ewma_4000,0.0011745635790474775
coolant_ewma_4000,0.0011357770644106157
