epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.6897318959236145,0.0014,0.6032103300094604,0.12631551921367645,0.2777543067932129
1,0.2825665771961212,0.0014,0.3805919289588928,0.12297563254833221,0.2898835241794586
2,0.3441130220890045,0.0014,0.4286629557609558,0.06429700553417206,0.20148131251335144
3,0.1688883751630783,0.0014,0.30744633078575134,0.0806608572602272,0.24101443588733673
4,0.12389194220304489,0.0014,0.2573535442352295,0.03388581424951553,0.14107656478881836
5,0.11085718125104904,0.0014,0.25150126218795776,0.03692612424492836,0.1510314643383026
6,0.10304182022809982,0.0014,0.23497046530246735,0.038141340017318726,0.15505586564540863
7,0.11045139282941818,0.0014,0.24930796027183533,0.031766798347234726,0.1396276205778122
8,0.11709947884082794,0.0014,0.253252238035202,0.041467200964689255,0.16159190237522125
9,0.10106077045202255,0.0014,0.23210805654525757,0.032188937067985535,0.13323090970516205
10,0.0892261192202568,0.0014,0.22349049150943756,0.038706135004758835,0.15069928765296936
11,0.08577055484056473,0.0014,0.2187267541885376,0.03904401510953903,0.15209150314331055
12,0.09707330912351608,0.0014,0.2218550741672516,0.045832905918359756,0.16362370550632477
13,0.13037416338920593,0.0014,0.2718762457370758,0.05671146512031555,0.18776977062225342
14,0.12377610057592392,0.0014,0.25954508781433105,0.04846283048391342,0.17540638148784637
15,0.08602846413850784,0.0014,0.21594387292861938,0.035782236605882645,0.14000257849693298
16,0.12252242118120193,0.0014,0.2600158154964447,0.058575619012117386,0.19868521392345428
17,0.10652270913124084,0.0014,0.24340106546878815,0.03434416279196739,0.1395033895969391
18,0.048656269907951355,0.00013999999,0.15855790674686432,0.03311441093683243,0.13380999863147736
19,0.03946707025170326,0.00013999999,0.13934697210788727,0.0315687470138073,0.1296682506799698
20,0.03580733388662338,0.00013999999,0.13098333775997162,0.03034345619380474,0.12598556280136108
21,0.03365391865372658,0.00013999999,0.1259656399488449,0.029481295496225357,0.12317612022161484
22,0.03198815509676933,0.00013999999,0.1220039576292038,0.028936797752976418,0.12130847573280334
23,0.030620379373431206,0.00013999999,0.11868976056575775,0.028648149222135544,0.12034749239683151
24,0.02980222925543785,0.00013999999,0.11675381660461426,0.028319835662841797,0.1197151243686676
25,0.029211601242423058,0.00013999999,0.11558438837528229,0.028021294623613358,0.1192784383893013
26,0.028686625882983208,0.00013999999,0.11453977227210999,0.02778380550444126,0.11888167262077332
27,0.02829449065029621,0.00013999999,0.11377967894077301,0.027562841773033142,0.1185600683093071
28,0.027979062870144844,0.00013999999,0.113325335085392,0.027371864765882492,0.11808743327856064
29,0.027609974145889282,0.00013999999,0.11252210289239883,0.027099158614873886,0.1174081414937973
30,0.02728649601340294,0.00013999999,0.1118912398815155,0.026719029992818832,0.1165727972984314
31,0.0269029438495636,0.00013999999,0.11097707599401474,0.026321951299905777,0.1156914159655571
32,0.026544462889432907,0.00013999999,0.11016165465116501,0.025920484215021133,0.11501853168010712
33,0.0261998288333416,0.00013999999,0.1092173308134079,0.025568649172782898,0.11429355293512344
34,0.0259331613779068,0.00013999999,0.10859967023134232,0.02524714171886444,0.1137131080031395
35,0.025629892945289612,0.00013999999,0.10781820118427277,0.02499285712838173,0.11320461332798004
36,0.02535136230289936,0.00013999999,0.10706279426813126,0.024783333763480186,0.11262819170951843
37,0.025008775293827057,0.00013999999,0.10606838017702103,0.02461456134915352,0.11223665624856949
38,0.024765903130173683,0.00013999999,0.10542022436857224,0.02452227659523487,0.11194078624248505
39,0.024459892883896828,0.00013999999,0.1044863685965538,0.024445660412311554,0.11154346913099289
40,0.024172602221369743,0.00013999999,0.10363640636205673,0.024397075176239014,0.11151230335235596
41,0.023958731442689896,0.00013999999,0.10297518968582153,0.02434753067791462,0.11157157272100449
42,0.023694563657045364,0.00013999999,0.10225465148687363,0.024319523945450783,0.11162574589252472
43,0.023337922990322113,0.00013999999,0.10117096453905106,0.024262353777885437,0.11111173033714294
44,0.023063305765390396,0.00013999999,0.10034343600273132,0.024176204577088356,0.11057489365339279
45,0.022850826382637024,0.00013999999,0.09978602826595306,0.024143077433109283,0.1111835166811943
46,0.022678192704916,0.00013999999,0.09938130527734756,0.024231312796473503,0.11182916909456253
47,0.02221813052892685,0.00013999999,0.09787572175264359,0.024143125861883163,0.11030884087085724
48,0.022245371714234352,0.00013999999,0.09807722270488739,0.02405281364917755,0.109477698802948
49,0.022206297144293785,0.00013999999,0.09825260192155838,0.024315202608704567,0.1138361245393753
50,0.022609394043684006,0.00013999999,0.10003934800624847,0.025243183597922325,0.11825422197580338
51,0.02132958360016346,0.00013999999,0.09568096697330475,0.024315018206834793,0.11117930710315704
52,0.022135628387331963,0.00013999999,0.09840431064367294,0.024232251569628716,0.10934674739837646
53,0.02173617109656334,0.00013999999,0.09725622087717056,0.024455135688185692,0.1140526831150055
54,0.021448012441396713,0.00013999999,0.09680445492267609,0.025162115693092346,0.11809703707695007
55,0.020362181589007378,0.00013999999,0.09315010905265808,0.024534830823540688,0.11338815838098526
56,0.021279705688357353,0.00013999999,0.09645159542560577,0.024304259568452835,0.111121267080307
57,0.02102535031735897,0.00013999999,0.09562522172927856,0.024822603911161423,0.11644778400659561
58,0.020572690293192863,0.00013999999,0.09465339779853821,0.025355160236358643,0.11944594979286194
59,0.019268030300736427,1.3999999e-05,0.09250038862228394,0.022827481850981712,0.1052917093038559
60,0.017617331817746162,1.3999999e-05,0.08536742627620697,0.022705042734742165,0.10543660074472427
61,0.017363663762807846,1.3999999e-05,0.08410879224538803,0.022613968700170517,0.10547274351119995
62,0.017204524949193,1.3999999e-05,0.08341071754693985,0.02255210466682911,0.10553582012653351
63,0.01708895154297352,1.3999999e-05,0.08286869525909424,0.02249905839562416,0.10555686056613922
64,0.01698589138686657,1.3999999e-05,0.08242655545473099,0.022466978058218956,0.10563202947378159
65,0.01690026931464672,1.3999999e-05,0.08200862258672714,0.022432029247283936,0.1056830957531929
66,0.016843078657984734,1.3999999e-05,0.08168113231658936,0.02239428460597992,0.10570591688156128
67,0.0167422853410244,1.3999999e-05,0.08133744448423386,0.02237982116639614,0.10586826503276825
68,0.016659555956721306,1.3999999e-05,0.08103832602500916,0.022357989102602005,0.10593318194150925
69,0.01658865436911583,1.3999999e-05,0.0807604193687439,0.022337455302476883,0.10601267218589783
70,0.01651805266737938,1.3999999e-05,0.08049394935369492,0.022309694439172745,0.10606755316257477
71,0.016449928283691406,1.3999999e-05,0.08024924248456955,0.02228449657559395,0.10613226890563965
72,0.01637137122452259,1.3999999e-05,0.07995836436748505,0.022252006456255913,0.10611388087272644
73,0.01631762832403183,1.3999999e-05,0.0797421783208847,0.022225338965654373,0.10614652931690216
74,0.016268830746412277,1.3999999e-05,0.07948055118322372,0.02222076617181301,0.10626047104597092
75,0.0161846112459898,1.3999999e-05,0.0792570486664772,0.022216690704226494,0.10640555620193481
76,0.016140874475240707,1.3999999e-05,0.07905479520559311,0.022199993953108788,0.10642952471971512
77,0.016067132353782654,1.3999999e-05,0.07881968468427658,0.022183962166309357,0.10647532343864441
78,0.016010290011763573,1.3999999e-05,0.0786060318350792,0.022162847220897675,0.10650016367435455
79,0.0159735307097435,1.3999999e-05,0.07843054085969925,0.022166872397065163,0.10660645365715027
80,0.01592143252491951,1.3999999e-05,0.07826139032840729,0.022149531170725822,0.10666467249393463
81,0.0158708393573761,1.3999999e-05,0.07806457579135895,0.022148890420794487,0.10670533776283264
82,0.01583346351981163,1.3999999e-05,0.07791510224342346,0.022134749218821526,0.10674025863409042
83,0.015783222392201424,1.3999999e-05,0.07774443179368973,0.0221385695040226,0.10682590305805206
84,0.01572893001139164,1.3999999e-05,0.07758738845586777,0.022149033844470978,0.10695069283246994
85,0.015679586678743362,1.3999999e-05,0.07741467654705048,0.02213485725224018,0.10695751756429672
86,0.01563304290175438,1.3999999e-05,0.07725635915994644,0.022125722840428352,0.10701153427362442
87,0.015541890636086464,1.4e-06,0.07825633138418198,0.02203124202787876,0.10599198192358017
88,0.015388144180178642,1.4e-06,0.07741105556488037,0.021972281858325005,0.10548222810029984
89,0.015335073694586754,1.4e-06,0.0771242305636406,0.021930688992142677,0.10521136224269867
90,0.015292213298380375,1.4e-06,0.07692231982946396,0.02190396934747696,0.10507940500974655
91,0.015289247035980225,1.4e-06,0.07681262493133545,0.0218853410333395,0.10500998049974442
92,0.015262057073414326,1.4e-06,0.07674048840999603,0.021873800083994865,0.10498888045549393
93,0.015252302400767803,1.4e-06,0.07666269689798355,0.02186325378715992,0.10496795922517776
94,0.015243826434016228,1.4e-06,0.07662852853536606,0.021858805790543556,0.10498706251382828
95,0.015230284072458744,1.4e-06,0.0765710398554802,0.0218525193631649,0.10498431324958801
96,0.015219604596495628,1.4e-06,0.07651267200708389,0.021849431097507477,0.10499626398086548
97,0.015223669819533825,1.4e-06,0.07649876177310944,0.021848617121577263,0.10501749068498611
98,0.01521693542599678,1.4e-06,0.07646571099758148,0.0218448955565691,0.10502081364393234
99,0.015214879997074604,1.4e-06,0.07641789317131042,0.021843982860445976,0.10503222793340683
100,0.015169679187238216,1.4e-07,0.07626094669103622,0.02185015007853508,0.10507350414991379
101,0.015162152238190174,1.4e-07,0.07627281546592712,0.02185560204088688,0.1051098108291626
102,0.015156573615968227,1.4e-07,0.07624681293964386,0.02186032570898533,0.10514063388109207
103,0.015157153829932213,1.4e-07,0.07625167071819305,0.021864011883735657,0.10516456514596939
104,0.015153073705732822,1.4e-07,0.07626897841691971,0.02186734974384308,0.10518623888492584
105,0.015159175731241703,1.4e-07,0.07625918835401535,0.021870048716664314,0.10520344227552414
106,0.015150381252169609,1.4e-07,0.07623603194952011,0.02187245339155197,0.10521917045116425
107,0.015156078152358532,1.4e-07,0.07625570893287659,0.021874185651540756,0.10523024946451187
108,0.015153469517827034,1.4e-07,0.07623300701379776,0.021875811740756035,0.10524072498083115
109,0.015164756216108799,1.4e-07,0.07623154670000076,0.021877536550164223,0.10525237768888474
110,0.015155093744397163,1.3999999e-08,0.07622788101434708,0.021877648308873177,0.1052531898021698
111,0.015149976126849651,1.3999999e-08,0.07621849328279495,0.02187773771584034,0.1052539274096489
112,0.015147801488637924,1.3999999e-08,0.07621476799249649,0.02187785878777504,0.10525483638048172
113,0.015142587944865227,1.3999999e-08,0.07621456682682037,0.021878007799386978,0.10525594651699066
114,0.015154105611145496,1.3999999e-08,0.07622718811035156,0.021878091618418694,0.10525667667388916
115,0.015151205472648144,1.3999999e-08,0.07621660083532333,0.0218781977891922,0.10525751113891602
116,0.015150997787714005,1.3999999e-08,0.07621471583843231,0.021878287196159363,0.10525818914175034
117,0.015154175460338593,1.3999999e-08,0.07621745020151138,0.021878380328416824,0.10525894910097122
118,0.015136197209358215,1.3999999e-08,0.07618620991706848,0.021878480911254883,0.10525974631309509
119,0.015148867852985859,1.3999999e-08,0.07622437179088593,0.021878590807318687,0.10526067763566971
