,shap_value
coolant_ewma_620,0.03580324542708577
i_d_ewma_620,0.01246648112188768
coolant_ewma_2915,0.011571867919542848
u_d_ewma_4487,0.008670306181690754
ambient,0.005998934068032892
coolant,0.005799334539088135
S_el_ewma_620,0.004884369647963994
motor_speed_ewma_620,0.004014603262662339
ambient_ewma_8825,0.003540221974830258
S_x_w_ewms_2915,0.0012688030740520223
