,shap_value
u_d_ewma_4000,0.04549991190726469
coolant_ewma_4000,0.04472870643380624
ambient_ewma_8895,0.03073785314391267
coolant,0.019970711357663633
coolant_ewma_2161,0.015461527759310716
profile_id_ewma_2161,0.01535031645345111
ambient_ewma_500,0.013041761881950973
u_d,0.00871854900755288
ambient,0.008199865639993897
coolant_ewma_8895,0.00609698418643841
